,Unnamed: 0,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
2404,2404,2404,1104,229697,Call All Angels,The Dolly Rocker Movement,2006,Supergirl,2015.0,Better Angels (#1.20),One Call Away (feat. Tyga) [Remix],charlie puth
3039,3039,3039,1177,238249,I'm Sorry (aka I'm So Sorry) (Album Version),CLUB NOUVEAU,1989,The Big Bang Theory,2007.0,The Graduation Transmission (#8.22),History of Everything (Instrumental version),barenaked ladies
3920,3920,3920,1451,171425,So Many Sides Of You,Bobby Womack,1981,One Hit Wonderland,2012.0,Baby Got Back (#1.2),Me So Horny,luther campbell+brother marquis+mr. mixx+ricardo williams+fresh kid ice+2 live crew
6545,6545,6545,1906,371991,Baby I Love You,The Bar-Kays,1971,Blue Valentine,2010.0,,You Always Hurt the One You Love,doris fisher+allan roberts+ryan gosling
25616,25616,25616,9199,193812,Why don't you eat where you slept last night ?,Zuzu Bollin,0,Red Band Society,2014.0,Pilot (#1.1),Stuck in the Middle With You,gerry rafferty+joe egan+stealers wheel
28075,28075,28075,9587,726853,Touch Me (I Want Your Body) ?09,Samantha Fox,1992,Woodfalls,2014.0,,I Cant Wait,planky
28855,28855,28855,9758,250625,I Ain't Mad At Cha,xLooking Forwardx,2005,The King of Queens,1998.0,Knee Jerk (#8.16),I Put a Spell on You,screamin jay hawkins
33027,33027,33027,10934,436171,Sunday Music Club,Yuichiro Fujimoto,2005,Falscher Bekenner,2005.0,,Approximate Music,
36612,36612,36612,11712,730371,What's in a number & Feed me lies remixes,Theodor Zox,2007,Youre So Cupid!,2010.0,,Another Side Of Me,chris pelcer+leslie mills
55677,55677,55677,21191,58238,Dance To The Music Of The World - Original Re-Mix (Practice Session),Prince With 94 East,0,Dancing with the Stars,2005.0,Dynamic Duos Night (#19.10),Trust,prince
57620,57620,57620,21866,468119,Un compromiso / Toda una vida,Son de la Frontera,0,Hello  My Name Is Doris,2015.0,,String Quartet In D Major Op. 44 No.1 II. Menuetto  Un Poco Allegro,felix mendelssohn-bartholdy+brian h. kim
63736,63736,63736,24370,421893,Go Down (feat. Mistah F.A.B._ Tuff Da Goon_ Bavgate_ Yukmouth_ Miami),Kilo,0,Drillbit Taylor,2008.0,,Somethings Going Down Tonight,andy cooper+rodney pleasant+dustin mcfarland+ugly duckling+arrangement with warner music group film+tv licensing
67201,67201,67201,25418,344920,Edgar The Party Man,John Gorka,1996,Alone,2013.0,,Party,john avarese
71684,71684,71684,27221,370911,Turn The Heat Up,Phil Perry / Lee Ritenour / Eric R. Tagg / Paulinho Costa / Phil Perry / Eric Tagg / Larry Williams,0,Blood Out,2011.0,,Im The Shit,t. lee
74992,74992,74992,28225,586187,The Blood Covers It All (Live),Legacy Five,0,QSW: The Rebel Zone,2001.0,,Live Up,mojah+annan lololi+quamme williams+truth+rights
91074,91074,91074,32622,631778,May The Lord Bless And Keep You,Ernest Tubb,0,Strange Alibi,1941.0,,I Get a Kick Out of You,cole porter
95993,95993,95993,35012,549301,Hey Dude,Adam Green,2006,My Best Friends Girl,2008.0,,The Bubble Club,adam beltran+rick garcia+michael sean oneal
96349,96349,96349,35609,82953,Pitchin In...,Greg Brown,0,Entourage,2004.0,An Offer Refused (#2.4),Ill Be,foxy brown
97668,97668,97668,35961,362791,I'll Go Where Your Music Takes Me,Tina Charles,1998,Beaver Trilogy Part IV,2015.0,,Please Dont Keep Me Waiting,groovin gary
98765,98765,98765,36037,690700,Baba O'Riley (Don't Cry Baba O'Dub),The Cube Guys,0,The Wedding Planner,2001.0,,Love Dont Cost A Thing,damon sharpe+gregory dean lawson+georgette franklin+jeremy monroe+amille harris+jennifer lopez+arrangement with sony music licensing
100943,100943,100943,36978,424343,I've Got A Crush On You,New York Philharmonic;Zubin Mehta,0,Eagles: The Farewell 1 Tour - Live from Melbourne,2005.0,,You Belong to the City,glenn frey+jack tempchin
106569,106569,106569,39327,148191,Innocent When You Dream (78),Tom Waits,1987,Malaysian Idol,2004.0,The Spectaculars #1 - My Idol (#1.14),If I Let You Go,jÌ¦rgen elofsson+per magnusson+david kreuger+victor lee choon keat
113505,113505,113505,42621,236088,Main To Piya Se Naina Lagaa Aayi Re,Ustad Nusrat Fateh Ali Khan / Ustad Sultan Khan,0,The Americans,2013.0,The Walk-In (#2.3),Main Theme,nathan barr
120219,120219,120219,45457,687427,Ma_ Renee & Me (Interlude),Karen Bernod,2006,The Theory of Flight,1998.0,,Send Me on My Way,michael glabicki+jim donovan+jenn wertz+liz berlin+rusted root
142290,142290,142290,52425,554630,Dream Of Mirrors,Iron Maiden,2000,Nertsery Rhymes,1933.0,,The Story of the Lady in the Fan,bonnie bonnell
144297,144297,144297,53207,199962,Try A Little Tenderness,Bobby Taylor / The Vancouvers,1968,Sabrina  the Teenage Witch,1996.0,The Arrangement (#6.14),Sabrina End Theme,danny lux+paul taylor
144989,144989,144989,53607,619414,El Foc I La Paraula,Obrint Pas,2004,Small Town Saturday Night,2010.0,,And Then I Did,jeffrey steele
167276,167276,167276,60854,540086,More (Theme From 'Mondo Cane'),The Charlie Byrd Trio,0,Mickeys Fun Songs: Campout at Walt Disney World,1994.0,,Fun Songs Theme,dave kinnoin
177610,177610,177610,62707,721960,Autumn Leaves,Roger Williams,1955,When You Comin Back  Red Ryder?,1979.0,,Youre Nobody Till Somebody Loves You,james cavanaugh+russ morgan+larry stock+andy williams
178182,178182,178182,62980,531996,Little Man (LP/Single Version),Sonny & Cher,0,Man Flu: A Silence Killer,2010.0,,Man Flu,colin bailey
178858,178858,178858,63086,405750,All Night Long,The Johnny Otis Show,0,Darling Lili,1970.0,,Its a Long  Long Way to Tipperary,jack judge+harry williams+julie andrews+cast
180822,180822,180822,63362,557227,Soak Up The Sun,Sheryl Crow,2002,Nine Inch Nails Live: Beside You in Time,2007.0,,Gave Up,trent reznor+nine inch nails
185484,185484,185484,65385,508619,El Oro De La Gallina De Los Huevos,Seguridad Social,1999,La nouvelle gÌ©nÌ©ration chante Goldman,2013.0,,Quand la musique est bonne,jean-jacques goldman+amel bent+soprano
185893,185893,185893,65546,502511,The Michael Vick Song,Tim Wilson,2005,Kissing Paris,2008.0,,Margarets song,jocelyn moen with chris cody+lucien johnson+chris jennings+adam cutforth
202804,202804,202804,72502,642621,The Ballard Of Judge Dread,Judge Dread,0,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
203900,203900,203900,73048,370762,My Dream House,Z5,0,Blood Bound,2007.0,,My Charm,jeff robinson+the matinees
204277,204277,204277,73204,588664,Adventure No. 11,Jim Chappell,1990,Rainbow,1995.0,,Concerto Grosso Op 3 No 8,antonio vivaldi
209850,209850,209850,75335,520377,I'll Give You Back (When You Belong To Me),The Mavericks,1990,Little Red Wagon,2012.0,,Give Me New Eyes,john mcandrew
213994,213994,213994,77243,94528,Temple of the Morning Star,Today Is The Day,2006,Galavant,2015.0,Love and Death (#2.7),Time is of the Essence,alan menken+reece shearsmith
223493,223493,223493,80699,644331,The Way You Look Tonight,Fred Astaire & Ginger Rogers,1998,The 43rd Annual Academy Awards,1971.0,,Thank You Very Much,leslie bricusse+petula clark+sally kellerman+burt lancaster+ricardo montalban
227948,227948,227948,82447,389223,Glory Oh,Greg Keelor,0,Chavez Cage of Glory,2013.0,,Return,greg vossberg
232024,232024,232024,83860,366334,Nobody Flyer Than Me,Young Dru,0,Beyond Therapy,1987.0,,Someone To Watch Over Me,george gershwin+yves montand
246407,246407,246407,88725,418618,If You Gotta Make A Fool Of Somebody,Freddie & The Dreamers,1988,Domino,2005.0,,Hey You,nick welsh
246734,246734,246734,88725,645139,If You Gotta Make A Fool Of Somebody,Freddie & The Dreamers,1988,The 66th Annual Tony Awards,2012.0,,You Made Me Love You (I Didnt Want to Do It),james v. monaco+tracie bennett
251041,251041,251041,89482,130916,California On My Mind (LP Version),Tony Joe White,0,Kupetzky,2006.0,Zeitreise (#1.10),Power of My Love,bernie baum+bill giant+florence kaye+elvis presley
259570,259570,259570,91973,478372,Happenings' Medley: Oh! The Grand Old Duke Of York / Ding Dong Dell / Three Blind Mice / Six Little Mice Sat Down To Spin / Hickory Dickory Dock / Humpty Dumpty / Jack And Jill / Hey Diddle Diddle,The Mother Goose Singers,0,I Am Britney Jean,2013.0,,Piece of Me,music courtesy of rca/sony music+britney spears+klas ahlund+christian karlsson+pontus winnberg
267128,267128,267128,94064,618593,I Dig You (Album),Zumpano,1995,Sleep with Me,1994.0,,I Miss You,joey lauren adams
296325,296325,296325,103441,709039,You Are No Good - Original,Michael Prophet,0,Une chanson dans la tÌ»te,2008.0,,Where have you been all my life ?,hal david+john cacavas
308659,308659,308659,107878,179301,Pimp My Ride,Zinc,0,Pastor Mike Online,2011.0,(#1.90),Wont You Be My Neighbor?,fred rogers
309683,309683,309683,108123,568901,When Love Takes You In,Worship Ensemble,0,Out to Kill,2014.0,,You Dont Know How Hard,tom goss+liz deroche
324705,324705,324705,112573,690335,I Will Love You Forever (Joker),Westside Cartel,0,The Watch,2012.0,,I Got Mine,dan auerbach+patrick j. carney+the black keys+arrangement with warner music group film+tv licensing
325025,325025,325025,112632,179052,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,Pasila,2007.0,Veli (#2.10),He Aint Heavy  Hes My Brother,bob russell+bobby scott+the hollies
325077,325077,325077,112632,216709,Every Day When I Come Home I Expect To Find You Gone,Jim Bob,0,So You Think You Can Dance,2005.0,The Top 12 Perform (#6.17),A Case of You,diana krall
331838,331838,331838,114122,672992,The Power of Three,We Rock Like Girls Don't,0,The Mark of Cain,2001.0,,Isle of the Dead,sergei rachmaninoff+symphony 1+st. petersburg state academic symphony orchestra
339459,339459,339459,116069,366334,Grind Wit Me  (feat. B. Lester_ Big Wett & A.J.),Fat Bastard,0,Beyond Therapy,1987.0,,Someone To Watch Over Me,george gershwin+yves montand
345592,345592,345592,118763,445600,Love In the Shadows (Solar City Big Room Mix),E.G. Daily,0,French Kiss,1995.0,,I Love Paris,cole porter+ella fitzgerald
348571,348571,348571,119963,604231,I Remember You_ Love,Vic Damone,0,Sasquatch Mountain,2006.0,,Things You Do To Me,hank williams iii
351882,351882,351882,122222,402709,La Repuesta (The Answer),Nelson Rangell,1997,Dun temps  dun paÌ_s,1996.0,,A la vora de la nit,josep maria espinÌÊs+joan manuel serrat
354431,354431,354431,123456,536169,Piano Concerto No. 1 In B Flat Minor Op. 23 : II Andantino Semplice - Prestissimo - Tempo I: 12/30/1899 6:52:00 AM,Yes,0,Me Myself and I,1992.0,,SINFONIA CONCERTANTE IN E FLAT MAJOR FOR VIOLIN AND VIOLA K. 364 ALLEGRO MAESTOSO,wolfgang amadeus mozart
370389,370389,370389,128925,421683,King Of The Night,Working Week,1986,Dreams of a Life,2011.0,,The Things That Dreams Are Made of,the human league+phil oakey+philip adrian wright
373591,373591,373591,129791,220697,No Te Enamores Nunca De Aquel Marinero BengalÌ_,Los Abuelos De La Nada,1982,Soy tu dueÌ±a,2010.0,ReconciliaciÌ_n (#1.105),DueÌ±a de tu amor,lucero
377031,377031,377031,130209,237479,Wear Me Down,Son Of Dork,2005,The Beatles,1965.0,Im Down/Run for Your Life (#2.3),Im Down,john lennon+paul mccartney+the beatles
383488,383488,383488,131994,244039,King Of The Mountain,Bon Jovi,1985,The Fall,2013.0,Dark Descent (#1.1),Morning of New Joy,aisling franciosi
385984,385984,385984,132812,644576,Love Crimes,Moonspell,1995,The 52nd Annual Academy Awards,1980.0,,Theme from Ice Castles (Through the Eyes of Love),marvin hamlisch+carole bayer sager+melissa manchester
399032,399032,399032,138408,545508,Wer nicht liebt_ der versteht nicht zu leben,Lena Valaitis,0,Mortelle randonnÌ©e,1983.0,,Der Hirt auf dem Felsen,franz schubert
400024,400024,400024,139142,256575,Georgia On My Mind,Hoagy Carmichael / The Buddy Cole Quartet,1956,The Morecambe & Wise Show,1968.0,(#7.9),The Windmills Of Your Mind,michel legrand+hannah gordon
412816,412816,412816,143316,644159,The Merry Christmas Medley (LP Version),Frankie Valli & The Four Seasons,0,The 3rd Annual Women Rock! Girls and Guitars,2002.0,,Trough The Fire / Coming Out Of The Dark (Medley),david foster+tom keane+cynthia weil   / gloria estefan+emilio estefan jr.+jon secada+gloria estefan+chaka khan
415242,415242,415242,144503,400612,My Daughter (Sama Doom),Youssou N'Dour,1989,Crime Spree,2003.0,,From My Heart,tony kinsey
421073,421073,421073,145829,255577,Lullaby Of Broadway,Werner MÌ_ller,0,The Match Game,1962.0,Kitty Carlisle & Milt Kamen (#1.85),A Swingin Safari (The Theme of The Match Game),bert kaempfert
428241,428241,428241,147929,722869,All The Way (Album Version),The Rance Allen Group,0,Whiskey Tango Foxtrot,2016.0,,Green Gloves,matt berninger+bryce dessner+the national+arrangement with beggars group media limited
442851,442851,442851,153198,279886,The Universe Is Calling You,Brenda Russell,1993,The Tonight Show with Jay Leno,1992.0,Rainn Wilson/Epic Meal Time/Serj Tankian (#19.110),You Can Call Me Al,paul simon+the tonight show band
459055,459055,459055,157727,386096,How I Spent My Summer Vacation,The Ataris / Useless ID,2000,Casino Jack and the United States of Money,2010.0,,I SMELL A RAT,buddy guy
462059,462059,462059,158973,223077,Song for Emigrants,The High Water Marks,2007,SpongeBob SquarePants,1999.0,SpongeBob Meets the Strangler/Pranks a Lot (#3.20),SpongeBob SquarePants Theme Song,stephen hillenburg+derek drymon+hank smith music+patrick pinney
462215,462215,462215,159053,258382,Sleep (Album Version),My Chemical Romance,2006,The O.C.,2003.0,The Brothers Grim (#2.17),Beat Up Blue (Lucid Version),justin catalino
463855,463855,463855,159674,138733,Out of Control,White Swan Black Swan,0,Life,2007.0,Jackpot (#2.7),Speed of Life,adam rader
477013,477013,477013,164969,642621,ParaÌ_so,La Ley,2000,Thanks for Listening,1937.0,,In the Name of Love,connie lee+al heath+buddy la roux+the brian sisters
483828,483828,483828,167674,254422,Of Darkness Spawned,The Black Dahlia Murder,2007,The Match Game,1962.0,(#1.66),A Swingin Safari (The Theme of The Match Game),bert kaempfert
486331,486331,486331,168512,47302,Jesus_ Lover Of My Soul,The Edwin Hawkins Singers,0,Cold Case,2003.0,Chinatown (#7.8),Age of Consent,bernard sumner+peter hook+stephen morris+gillian gilbert+new order
509600,509600,509600,177328,450690,I Love Ya (Masch Remix),Nik & Jay,0,Get Him to the Greek,2010.0,,Love Today,mika
509667,509667,509667,177328,518638,I Love Ya (Masch Remix),Nik & Jay,0,Life of Crime,2013.0,,Im Not Afraid of Love,tyler ludy+edgar matthews+sharen clark+the product of time
516467,516467,516467,179431,724125,Cant You Find Another Way Of Doing It Baby,Sam & Dave,0,Wie kÌ_sst man einen MillionÌ_r?,2007.0,,Wherever You Will Go,alex band+aaron kamin+the calling
522711,522711,522711,181230,194827,Man In The Mirror (Made Famous By Michael Jackson),Yoga Pop Ups,0,Ren & Stimpy Adult Party Cartoon,2003.0,Stimpys Pregnant (#1.7),Funny Little Man,winifred palmer
532472,532472,532472,184452,667641,This Woman's Work,Maxwell,1997,The Joy of the Single,2012.0,,We Gotta Get Out of This Place,barry mann+cynthia weil+the animals
537991,537991,537991,186984,457544,Black Static Transmission,Schloss Tegal,1996,Grand Theft Auto V,2013.0,,Rock House,circle jerks+keith clark+greg hetson+zander schloss
543735,543735,543735,189168,366519,Four Songs for High Voice and Orchestra_ Op. 27: IV. Morgen (Und morgen wird die Sonne wieder scheinen),Berlin Symphony Orchestra,0,Beyond the Pecos,1945.0,,High  Wide and Handsome,tex ritter and ted choate+ray whitley+his 6-bar cowboys
548457,548457,548457,190618,438000,Get Outta My Dreams_ Get Into My Car,Billy Ocean,1988,Felicias Journey,1999.0,,My Special Angel,malcolm vaughan+jimmy duncan
549727,549727,549727,190677,680578,You Look Like The Devil (Sunday Set 1) (Live at the Texas Opry House),Willie Nelson,0,The Ramones and I,2002.0,,Do You Remember Rock and Roll Radio,joey ramone+johnny ramone+dee dee ramone+the ramones
555779,555779,555779,193049,51975,I Quit My Job,Hot Club De Paris,2006,Criminal Minds,2005.0,Plain Sight (#1.4),Doctor My Eyes,jackson browne
556773,556773,556773,193155,347252,La vita Ì¬ inferno . . . Oh tu che in seno agli angeli from La forza del destino,Salvatore Licitra,0,American Reunion,2012.0,,La Traviata Atto II Addio Al Passato,giuseppe verdi
559957,559957,559957,194130,721741,Filmed In Front of A Live Studio Audience,United Nations,2008,When Nietzsche Wept,2007.0,,Ride of the Valkyries,richard wagner+the slovak radio symphony orchestra+arrangement with source/q
559961,559961,559961,194130,727560,Filmed In Front of A Live Studio Audience,United Nations,2008,Wrong Side of Town,2010.0,,The Wrong Side of Town (Main Titles),dhana taprogge+greg allen+taxi doll
571338,571338,571338,198406,627064,You And The Night And The Music,Baby Washington,0,Spun,2002.0,,Gotta Get to Know You,foghat+arrangement with warner special products
585607,585607,585607,203774,119797,The Ghost of the St. Louis Blues,Mary Flower,2009,Independent Lens,1999.0,A Ballerinas Tale (#17.9),D 957  No. 4 Standchen,franz schubert+chloe flower
586737,586737,586737,204283,153441,What's My Name? (rock With The Hot 8),Hot 8 Brass Band,2007,Mickey Mouse Clubhouse,2006.0,Mickeys Big Band Concert (#2.11),Hot Dog!,they might be giants
586849,586849,586849,204283,278223,What's My Name? (rock With The Hot 8),Hot 8 Brass Band,2007,The Tonight Show with Jay Leno,1992.0,(#20.146),Come On Get It,lenny kravitz+craig ross+the tonight show band
588184,588184,588184,204745,483799,Tell It To My Heart,Royal Gigolos,2006,In Old Sacramento,1946.0,,My Gal Is a High-Born Lady,barney fagan
588337,588337,588337,204974,91144,Make Me Know You're Mine,The Swinging Blue Jeans,1998,Fraggle Rock,1983.0,Mirror  Mirror (#5.1),Make a Friend,philip balsam+dennis lee+sandra shamas+cheryl wagner+karen prell
597390,597390,597390,207840,182107,In My Room (David Jansen BBC Session),Yazoo,0,Platinum,2003.0,Loyalty (#1.4),My Thugs,simon j. hunter
601298,601298,601298,209986,623858,Here For You Forever,Naughty Naughty,0,Soul Food,1997.0,,I Said I Love You,kenneth babyface edmonds+arrangement with sony music licensing
618618,618618,618618,214786,487563,Kingdom Of Rust (Acoustic Version),Doves,2009,It Came from Somewhere Else,1988.0,,Trail of the Lonesome Pine,harry carroll+lyrics by ballard macdonald+stan laurel+oliver hardy
619400,619400,619400,214839,573493,Earth Song,Michael Jackson,1995,Paying the Piper,1949.0,,The Gold Diggers Song (Were in the Money),harry warren
624084,624084,624084,215745,518060,Know My Baby,Federico Baltimore,0,Liebe  Tanz und 1000 Schlager,1955.0,,Sing  Baby  sing,peter alexander+caterina valente
628276,628276,628276,217450,725120,And Ill See You No More,The Stylistics,0,Winchell,1998.0,,Im Confessin (That I Love You),ellis reynolds+al neiburg+doc dougherty+victoria platt
636413,636413,636413,221101,475634,Young Love,Chris Brown,0,House Party,1990.0,,This Is Love,kenny vaughan
642144,642144,642144,223101,292941,El Radar Al Servicio De Los Magos,Triangulo De Amor Bizarro,2010,The Young and the Restless,1973.0,(#1.9915),Nadias Theme,barry de vorzon+perry botkin jr.
643649,643649,643649,223845,697489,East Coast Angle,Joe Christmas,0,Tin Cup,1996.0,,Character Flaw,joe ely+patrick flannery
656559,656559,656559,228557,123242,Inside Of You,Fabio XB,0,Jacks Big Music Show,2005.0,Scat Cat (#2.8),Youre the One Whos Made for Me and I Was Made for You,jason trachtenburg+the trachtenburg family slideshow players
667856,667856,667856,231510,609427,I Wanna Live In Other Space,Venerea,0,Setup,2011.0,,I Miss You,parker theory+jesse pruett
670467,670467,670467,232845,210014,Gone Away (LP Version),Seven Mary Three,1997,Shin Seiki Evangerion,1995.0,Magma Diver (#1.10),Fly Me to the Moon (Yoko Takahashi Version),yÌ«ko takahashi+bart howard
673309,673309,673309,233792,45945,Sekai no Kuni kara Konnichiwa,Kyu Sakamoto,0,ChÌ« semeitai Transformer: Beast Wars Neo,1999.0,,Te no Naka no Uchu,hitomi yuki
679605,679605,679605,235202,418210,Here Comes Treble,The Flatliners,2010,Dolly Parton Meets the Kids,1983.0,,Here You Come Again,barry mann+cynthia weil+dolly parton
680813,680813,680813,235738,520966,Waters Run Deep,Kristine W,2000,Live at the El Mocambo: Stevie Ray Vaughan and Double Trouble,1991.0,,Texas Flood,larry c. davis+joseph w. scott
