Column1,_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artist_name,gold
9028,9028,694433,343162,Clarinet Concerto 1st Movement,Wolfgang Amadeus Mozart,0,Alice ou la dernire fugue,1977,,Le 24me concerto en ut mineur,wolfgang amadeus mozart+paul von schilhawski,0
9061,9061,577554,487589,Holiday For Strings,David Rose & His Orchestra,1967,It Could Happen to You,1994,,Holiday for Strings,david rose+the david rose   string orchestra,1
9081,9081,841574,614274,Ancient Airs And Dances Suite No 3: Italiana,The New Zealand Symphony Orchestra,0,Shutter Island,2010,,SUITE FOR SYMPHONIC STRINGS: NOCTURNE,lou harrison+the new professionals orchestra,0
9084,9084,225612,93469,Escape (The Pina Colada Song),Rupert Holmes,1979,Fringe,2008,Unleashed (#1.16),Escape (The Pia Colada Song),rupert holmes,1
9103,9103,335070,38955,Stealing Cinderella,Chuck Wicks,2007,CMT Top 20 Countdown,2001,(2007-11-22),Stealing Cinderella,chuck wicks,1
9144,9144,907856,321437,Fear Of A Black Planet,Public Enemy,1990,World Championship Snooker,1973,2016: Day 9  Part 2 (#44.49),Supermans Black in the Building,public enemy,0
9145,9145,293965,321437,Superman's Black In The Building,Public Enemy,2005,World Championship Snooker,1973,2016: Day 9  Part 2 (#44.49),Supermans Black in the Building,public enemy,1
9155,9155,344072,44409,The Nutcracker Op.71-atto 2 - Chinese Dance,Pyotr Il'yich Tchaikovsky,0,Charlies Angels,1976,Mother Goose Is Running for His Life (#2.20),The Nutcracker: Dance of the Sugar Plum Fairy,pyotr ilyich tchaikovsky,1
9157,9157,730682,44409,Waltz Of The Flowers From  Nutcracker,Pyotr Il'yich Tchaikovsky,0,Charlies Angels,1976,Mother Goose Is Running for His Life (#2.20),The Nutcracker: Dance of the Sugar Plum Fairy,pyotr ilyich tchaikovsky,0
9164,9164,440966,13366,No es lo mismo,Alejandro Sanz,2003,Amores verdaderos,2012,Propuesta de trabajo (#1.2),No me compares,alejandro sanz,0
9185,9185,589785,357806,Pay To Cum,Bad Brains,1980,Bad Brains Live at CBGB OMFUG 1982,2006,,Pay to Cum,bad brains,1
9196,9196,657987,3260,Baby Sister,Dolly Parton,2008,60 Minutes,1968,(1986-05-18),Baby Im Burnin,dolly parton,0
9239,9239,566510,390892,Swing 39,Django Reinhardt - Stphane Grappelli,1997,Chocolat,2000,,Minor Swing,django reinhardt /stphane grappelli,0
9252,9252,713790,425566,Serenade For Strings No. 13 In G Major_ KV 525 'Eine Kleine Nachtmusik,Wolfgang Amadeus Mozart,0,Edward II,1991,,Divertimento in F major  K138 - Andante,wolfgang amadeus mozart+elektra quartet,0
9262,9262,77636,329636,Zephirum scan,Kim Cascone,2003,3600 Frames,2010,,Zephirum Scan,kim cascone,1
9288,9288,658855,97484,Free,Cat Power,2003,Girls,2012,She Said OK (#3.3),Free,cat power,0
9291,9291,307165,451702,In An 18th Century Drawing Room,Raymond Scott,1991,Gift Wrapped,1952,,In an 18th Century Drawing Room,raymond scott,1
9310,9310,491461,437444,Imagination,Belouis Some,1984,Fatherland,1986,,Imagination,belouis some,1
9317,9317,927038,574404,Ultimo Arlecchino Alternate Take 2,Ennio Morricone,1975,Per qualche dollaro in pi_,1965,,Indios Flashback Pt. 2,ennio morricone,0
9337,9337,27221,320745,Turn The Heat Up,Phil Perry / Lee Ritenour / Eric R. Tagg / Paulinho Costa / Phil Perry / Eric Tagg / Larry Williams,0,WordGirl,2007,Becky and the Chocolate Factory/Chucks Brother (#2.12),Whats Up Its WordGirl,sharon lee williams,0
9338,9338,364952,725674,Acetone,The Crystal Method,2004,Wipeout HD,2008,,Acetone,the crystal method,1
9443,9443,187328,627524,Love Is A Many Splendored Thing,The Four Aces / Al Alberts,1991,St. Trinians,2007,,Love Is a Many Splendored Thing,sammy fain+the four aces,1
9451,9451,328174,97298,Feelgood By Numbers,The Go! Team,2003,Girls,2012,Beach House (#3.7),Feelgood By Numbers,the go! team,1
9613,9613,490755,172756,23 (Album Version),Jimmy Eat World,0,One Tree Hill,2003,Dont Take Me for Granted (#2.10),23,jimmy eat world,1
9636,9636,477448,553205,Groove Me,King Floyd,1971,National Lampoon: Drunk Stoned Brilliant Dead,2015,,Groove Me,king floyd,1
9661,9661,753265,721927,Trio C-Moll f_r Flauto Traverso Violine_ Violoncello und Cembalo aus dem 'Musikalischen Opfer' BWV 1,Johann Sebastian Bach,0,When Will I Be Loved,2004,,Praeambulum in C Major  BWV 924,johann sebastian bach+glenn gould+arrangement with sony music licensing,0
9663,9663,173252,721927,Symphony No. 1 In B-Flat Major_ Op 9,Johann Sebastian Bach,0,When Will I Be Loved,2004,,Praeambulum in C Major  BWV 924,johann sebastian bach+glenn gould+arrangement with sony music licensing,0
9684,9684,604995,539686,Symphony No. 5: IX. Death,Philip Glass,0,Mia madre,2015,,String Quartet No. 2: Company,philip glass,0
9686,9686,916395,725634,We Have Explosive (Part 1),Future Sound Of London,0,Wipeout 2097,1996,,We Have Explosive,the future sound of london,1
9698,9698,682896,444624,Let Me Entertain You,Nina Hagen & Leipzig Big Band,2003,Frauds,1993,,Ive Got You Under My Skin,cole porter+marcia hines  with bob coassins big band,0
9707,9707,942799,444624,Roll With My Baby,Zoot Money's Big Roll Band,0,Frauds,1993,,Ive Got You Under My Skin,cole porter+marcia hines  with bob coassins big band,0
9734,9734,794848,301854,When You Tell Me That You Love Me,Westlife with Diana Ross,2005,Top of the Pops,1964,(1981-11-19),Why Do Fools Fall in Love,diana ross,0
9794,9794,234370,617311,Concerto For Saxophone (Quartet Version): Melody 7,Philip Glass,0,Six by Sondheim,2013,,String Quartet No.3 (Mishima): Blood Bath,philip glass,0
9823,9823,908935,303041,I'll House You,Jungle Brothers,1988,Top of the Pops,1964,(1998-07-10),Ill House You 98,the jungle brothers,1
9830,9830,902591,95095,Colourful Life,Cajun Dance Party,2006,Gavin & Stacey,2007,(#3.5),Colourful Life,daniel blumberg+robert stern+cajun dance party,1
9832,9832,336006,669153,Mr. Blue (Remastered Album Version),Michael Franks,2004,The Last Innocent Man,1987,,Mr. Blue,michael franks,1
9948,9948,928096,144512,Morfina,Mundo Co,2006,Lua Vermelha,2010,(#1.60),Morfina,mundo co,1
9973,9973,870098,406733,Serenade in Blue (From Orchestra Wives),The Glenn Miller Orchestra;Ray Eberle,0,Day-Time Wife,1939,,Moonlight Serenade,glenn miller,0
10022,10022,842212,657724,Symphony No. 6 in C major_ D589: First movement: Adagio - Allegretto,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,The Education of Charlie Banks,2007,,Nocturne  Op. 27  No. 2,frdric chopin+the royal philharmonic orchestra,0
10025,10025,336201,657724,Piano Concerto No. 3 In C Major_ Op. 26: 2. Theme And Variations,Leif Ove Andsnes & Bergen Philharmonic Orchestra,0,The Education of Charlie Banks,2007,,Nocturne  Op. 27  No. 2,frdric chopin+the royal philharmonic orchestra,0
10039,10039,307853,657724,Symphony No. 4 in F minor Op. 36 (2003 Digital Remaster): IV.     Allegro con fuoco,Royal Philharmonic Orchestra/Sir Thomas Beecham,0,The Education of Charlie Banks,2007,,Nocturne  Op. 27  No. 2,frdric chopin+the royal philharmonic orchestra,0
10043,10043,144775,657724,Symphony No. 1: Allegretto Con Grazia,Royal Scottish National Orchestra,0,The Education of Charlie Banks,2007,,Nocturne  Op. 27  No. 2,frdric chopin+the royal philharmonic orchestra,0
10050,10050,906274,657724,Piano Sonato No. 2 in B-Flat Minor_ Op. 35: Funeral March,London Philharmonic Orchestra,0,The Education of Charlie Banks,2007,,Nocturne  Op. 27  No. 2,frdric chopin+the royal philharmonic orchestra,0
10097,10097,372252,53643,Carmen Suite: Intermezzo,Georges Bizet,1993,Curb Your Enthusiasm,2000,The Table Read (#7.9),Carmen - Suite No.1 - Aragonaise,georges bizet,0
10113,10113,483093,389483,No Sign Of Rain (Aggie.  Epic.  Soulful.  Great gtr. solo exchanges.),The Gone Jackals,1998,Cheerleader Autopsy,2003,,No Sign Of Rain,the gone jackals,1
10167,10167,90753,642834,Big Girls Don't Cry (LP Version),Frankie Valli & The Four Seasons,0,That Night,1992,,BIG GIRLS DONT CRY,bob crewe+bob gaudio+frankie valli+the four seasons,1
10168,10168,548916,642834,Opus 17 (Don't You Worry 'Bout Me) (LP Version),Frankie Valli & The Four Seasons,0,That Night,1992,,BIG GIRLS DONT CRY,bob crewe+bob gaudio+frankie valli+the four seasons,0
10191,10191,3944,140613,I'm Not Worth the Tears,Dolly Parton,1967,Live with Regis and Kathie Lee,1988,(1998-11-24),The Salt In My Tears,dolly parton,0
10195,10195,364962,201244,Cuando No Es Contigo,Christina Aguilera,2000,Saturday Night Live,1975,Alec Baldwin/Christina Aguilera (#32.5),Aint No Other Man,christina aguilera,0
10212,10212,468829,232270,Baby I Feel Good With You,Brian Hyland,0,Tamori kurabu,1982,The Best Model Railroad Store,Baby Face,brian hyland,0
10224,10224,178438,458325,Red Letters,The Ruby Doe,2005,Grassroots,2012,,Red Letters,the ruby doe,1
10237,10237,606182,466670,Corcovado (Quiet Nights Of Quiet Stars),Stan Getz / Astrud Gilberto / Antonio Carlos Jobim / Joo Gilberto,1984,Heartbreakers,2001,,Quiet Nights (of Quiet Stars),antonio carlos jobim+gene lees+sarah vaughan,1
10241,10241,548758,251413,2. Trope: 'I Don't Know,Leonard Bernstein,0,The Late Late Lien Show,1979,(#2.1),I Feel Pretty,leonard bernstein,0
10280,10280,634576,231352,Centerpiece (Live At Ronnie Scott's),Van Morrison,0,TFI Friday,1996,(#1.6),Moondance (Live),van morrison,0
10322,10322,820685,680421,White Lines (Don't Do It),Grandmaster Flash & Melle Mel,1983,The Rack Pack,2016,,White Lines (Dont Do It),melle mel+sylvia robinson+grandmaster flash,1
10422,10422,597203,364116,The Host Of Seraphim,Dead Can Dance,1988,Bekushiru: 2077 Nihon sakoku,2007,,The Host of Seraphim,lisa gerrard+brendan perry+dead can dance,1
10485,10485,216901,219588,Where Has All This Mess Begun,The Black Box Revelation,2010,Sons of Anarchy,2008,Family Recipe (#4.8),Where Has All This Mess Begun,the black box revelation,1
10502,10502,484673,83336,Les Sauvages,Les Sans Culottes,2002,Entourage,2004,Murphys Lie (#6.6),Les Sauvages,les sans culottes,1
10557,10557,237873,192879,Desperados Under The Eaves [Take 2 - 1/13/76],Warren Zevon,0,Ray Donovan,2013,Get Even Before Leavin (#4.5),Desperados Under The Eaves,warren zevon,1
10569,10569,634226,199731,Rainy Day,10000 Maniacs,1997,Sabrina  the Teenage Witch,1996,A River of Candy Corn Runs Through It (#2.7),Rainy Day,10+000 maniacs,1
10621,10621,905861,518271,Piano Sonata (moonlight) N.14 In C Sharp Minor Op.27 N.2 : Adagio Sostenuto,Ludwig van Beethoven,0,Life 101,1995,,Moonlight Sonats,ludwig van beethoven+carl schurtz,1
10624,10624,247188,725494,Mass in B Minor BWV 232: Gratias Agimus,Johann Sebastian Bach,0,Winter Flight,1984,,Minor Prelude,johann sebastian bach,0
10631,10631,764342,68686,Alice's Theme,Danny Elfman,2010,Desperate Housewives,2004,One Wonderful Day (#1.23),Theme From Desperate Housewives,danny elfman,0
10640,10640,193130,115111,The Desperate Man,The Black Keys,2004,Hung,2009,A Dick and a Dream or Fight the Honey (#1.10),Ill Be Your Man,dan auerbach+patrick j. carney+the black keys,0
10651,10651,177821,340947,Symphony No. 1 In C Minor Op. 68: Un Poco Allegretto e Grazioso,The London Fox Orchestra,0,Afternoon of a Faun: Tanaquil Le Clercq,2013,,The Nutcracker  Op. 71a  Pas de Deux  Dance of the Prince and the Sugar-Plum Fairy,london symphony orchestra  / charles mackerras,0
10684,10684,687916,340947,Mountain Dance,Dave Grusin & The London Symphony Orchestra / Harvey Mason / Ian Underwood / Jeff Mironov / Rubens Bassini / Ed Walsh / Dave Grusin / Marcus Miller,1980,Afternoon of a Faun: Tanaquil Le Clercq,2013,,The Nutcracker  Op. 71a  Pas de Deux  Dance of the Prince and the Sugar-Plum Fairy,london symphony orchestra  / charles mackerras,0
10695,10695,555070,340947,Ballet Suite From The Nutcracker Op. 71a: Dance Of The Sugar Plum Fairy,London Festival Orchestra,0,Afternoon of a Faun: Tanaquil Le Clercq,2013,,The Nutcracker  Op. 71a  Pas de Deux  Dance of the Prince and the Sugar-Plum Fairy,london symphony orchestra  / charles mackerras,1
10697,10697,906274,340947,Piano Sonato No. 2 in B-Flat Minor_ Op. 35: Funeral March,London Philharmonic Orchestra,0,Afternoon of a Faun: Tanaquil Le Clercq,2013,,The Nutcracker  Op. 71a  Pas de Deux  Dance of the Prince and the Sugar-Plum Fairy,london symphony orchestra  / charles mackerras,0
10699,10699,58410,340947,Sleeping Beauty - Ballet Op. 66 (1993 Digital Remaster)_ ACT III:  'The Wedding'_ 25.  Pas de quatre (Adagio): iii.     Variation II:  The Bluebird and Princess Florine (Andantino),London Symphony Orchestra/Andr Previn,0,Afternoon of a Faun: Tanaquil Le Clercq,2013,,The Nutcracker  Op. 71a  Pas de Deux  Dance of the Prince and the Sugar-Plum Fairy,london symphony orchestra  / charles mackerras,0
10810,10810,247188,364461,Mass in B Minor BWV 232: Gratias Agimus,Johann Sebastian Bach,0,Below Utopia,1997,,Suite for Orchestra No. 3 in D Major  BWV 1068,johann sebastian bach,0
10815,10815,173252,364461,Symphony No. 1 In B-Flat Major_ Op 9,Johann Sebastian Bach,0,Below Utopia,1997,,Suite for Orchestra No. 3 in D Major  BWV 1068,johann sebastian bach,0
10841,10841,689186,236027,In The Dark (24-Bit Digitally Remastered 02),Billy Squier,2005,The Americans,2013,Covert War (#1.11),In the Dark,billy squier,1
10873,10873,136873,554298,Beautiful Noise,Neil Diamond,1976,Neil Diamond: Love at the Greek,1977,,Beautiful Noise,neil diamond+the neil diamond band,1
10885,10885,556417,638059,Superstition,Stevie Wonder,1972,T.C.,2015,,Superstition,stevie wonder,1
10913,10913,247188,708406,Mass in B Minor BWV 232: Gratias Agimus,Johann Sebastian Bach,0,Under Heaven,1998,,Brandenburg Concerto No. 5 in D Major bwv 1050 Allegro,johann sebastian bach,0
10917,10917,815775,708406,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,Under Heaven,1998,,Brandenburg Concerto No. 5 in D Major bwv 1050 Allegro,johann sebastian bach,0
10918,10918,173252,708406,Symphony No. 1 In B-Flat Major_ Op 9,Johann Sebastian Bach,0,Under Heaven,1998,,Brandenburg Concerto No. 5 in D Major bwv 1050 Allegro,johann sebastian bach,0
10944,10944,770055,673414,The Hippy Hippy Shake,The Swinging Blue Jeans,1979,The Men Who Stare at Goats,2009,,Hippy Hippy Shake,chan romero+the swinging blue jeans,1
10984,10984,954605,113953,Fox Chase,Sonny Terry & Brownie McGhee,2000,House of Lies,2012,The Runner Stumbles (#2.7),Fox Chase,brownie mcghee+sonny terry,1
11006,11006,900933,10581,How Am I Supposed To Live Without You,Michael Bolton,1989,American Crime Story,2016,The Dream Team (#1.3),Said I Loved You...But I Lied,michael bolton,0
11050,11050,402359,9885,This Christmas,Vonda Shepard,2000,Ally McBeal,1997,Boy to the World (#1.10),This Christmas,vonda shepard,1
11145,11145,141406,103388,Love Will Tear Us Apart,Susanna And The Magical Orchestra,2006,Greys Anatomy,2005,Six Days: Part 2 (#3.12),Love Will Tear Us Apart,ian curtis+peter hook+stephen morris+bernard sumner+susanna+the magical orchestra,1
11149,11149,743367,473363,Entre Col Y Col (Buler_as),Lola Flores,0,Homenaje a Lola Flores,1990,,Pan y chocolate,lola flores+carmen flores+lolita flores+rosario flores,0
11165,11165,141079,536168,All I Think About Is You,Harry Nilsson,1995,Me Myself and I,1992,,ME MYSELF AND I,harry nilsson,0
11170,11170,813177,173850,I Don't Want To Be,Gavin DeGraw,2003,One Tree Hill,2003,The Living Years (#1.11),I Dont Want to Be,gavin degraw,1
11205,11205,211148,700156,Ant Rap,Adam & The Ants,1981,Top of the Pops: The Story of 1980,2015,,Ant Music,adam ant+marco pirroni+adam+the ants,1
11257,11257,888487,52557,Cynical Girl,Marshall Crenshaw,1982,Crossing Jordan,2001,Til Death Do Us Part (#3.3),Cynical Girl,marshall crenshaw,1
11277,11277,351998,43510,Sweet home Alabama,Lynyrd Skynyrd,1974,Cavemen,2007,Pilot (#1.0),Sweet Home Alabama,lynyrd skynyrd,1
11285,11285,564531,612184,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,Sheherazade: An Oriental Night with the Berliner Philharmoniker,2007,,Arabian Dance (from Peer Gynt Suite No. 2 op. 55),edvard grieg,0
11306,11306,710167,60950,Ono Soul,Thurston Moore,1995,Daria,1997,Road Worrier (#1.11),Ono Soul,thurston moore,1
11335,11335,289902,77039,Scared,Tiago Iorc,2008,Duas Caras,2007,,Scared,tiago iorc,1
11344,11344,780552,526071,Suddenly I See (Live),KT Tunstall,2007,Love  Rosie,2014,,Suddenly I See,kt tunstall,1
11434,11434,745006,605412,This Land Is Your Land,Woody Guthrie & Jack Elliott,1986,Saving the World in Seven Days,2010,,This Land is Your Land,woody guthrie,1
11587,11587,333551,559546,Just a Closer Walk With Thee,Patsy Cline,1990,Northfork,2003,,Just a Closer Walk with Thee,patsy cline,1
11592,11592,722722,127393,Redemption Day,Sheryl Crow,1996,Katie,2012,Bens Bucket List/Jessye Norman (#2.147),This Day,sheryl crow,0
11604,11604,281769,345752,Mozart: Le Nozze di Figaro: Eccovi_ o caro amico_ il dolce frutto... Dove sono i bei momenti,Wolfgang Amadeus Mozart,0,Amadeus,1984,,Don Giovanni  K527: Act I  La Ci Darem La Mano,wolfgang amadeus mozart,0
11692,11692,815775,265996,Cantata No. 80 A Mighty Fortress Is Our God BWV 80: Chorale_ Cantata No. 80 The Word of God will firm abide against our foes assailing,Johann Sebastian Bach,0,The Romeo Section,2015,Five Spies (#1.5),Prelude No. 5 in D-major,johann sebastian bach,0
11693,11693,173252,265996,Symphony No. 1 In B-Flat Major_ Op 9,Johann Sebastian Bach,0,The Romeo Section,2015,Five Spies (#1.5),Prelude No. 5 in D-major,johann sebastian bach,0
11716,11716,800327,90797,Good Times (Radio Edit),Roll Deep,2010,Formula 1: BBC Sport,2009,The Monaco Grand Prix (#2.17),Good Times,roll deep,1
11718,11718,157744,370987,It's Gonna Be A Long Night,Gerry Rafferty,1979,Blood Ties,2013,,The Long Way Round,gerry rafferty,0
11776,11776,477629,472213,Voodoo Child (Slight Return),Jimi Hendrix,1984,Hollywood Hulk Hogan: Hulk Still Rules,2002,,Voodoo Child,jimi hendrix,1
11830,11830,593327,485688,La Damnation de Faust Op. 24: Danse des Sylphes (2. Partie),Sir Thomas Beecham/Royal Philharmonic Orchestra,0,Interlude,1968,,Excerpts From Rachmaninoff Symphony No. 2 - 3rd Movement,sergei rachmaninoff+the royal philharmonic orchestra  conducted by ernest fleischmann,0
11848,11848,307853,485688,Symphony No. 4 in F minor Op. 36 (2003 Digital Remaster): IV.     Allegro con fuoco,Royal Philharmonic Orchestra/Sir Thomas Beecham,0,Interlude,1968,,Excerpts From Rachmaninoff Symphony No. 2 - 3rd Movement,sergei rachmaninoff+the royal philharmonic orchestra  conducted by ernest fleischmann,0
11898,11898,831341,169773,Walk On The Wild Side,Lou Reed,1972,Ochntame... otra vez,2014,Cuando Madrid se mov_a (#1.18),Walk on the Wild Side,lou reed,1
11946,11946,564531,268404,Peer Gyant Suite No. 2_ Op. 55 Solveij's Lied,Edvard Grieg,0,The Simpsons,1989,Poppas Got a Brand New Badge (#13.22),Peer Gynt: Morning Mood,edvard grieg,1
11973,11973,566626,245523,Theme 1 (BBC Black Session),Van Der Graaf Generator,0,The Fresh Beat Band,2009,Glow for It (#1.15),The Fresh Beat Band Theme,scott kraft+nadine van der velde+the fresh beat band,0
12036,12036,121504,557264,Capital G,Nine Inch Nails,2007,Nine Inch Nails and the Industrial Uprising,2009,,Capital G,trent reznor+nine inch nails,1
12108,12108,867853,432136,Camino De Guanajuato,Jos Alfredo Jimenez Con Mariachi Vargas De Tecalitlan,0,Escuela para solteras,1965,,Camino de Guanajuato,jos alfredo jimnez,1
12120,12120,711721,393401,Pie Jesu From 'Requiem,Sarah Brightman,0,Classics: The Best of Sarah Brightman,2002,,Pie Jesu,sarah brightman,1
12203,12203,194566,544728,I Never Let You Cross My Mind,Marty Robbins,0,Moonfire,1970,,Get You Off My Mind,marty robbins,0
12243,12243,790947,612556,Ich Ruf Zu Dir_ Herr Jesu Christ,Johann Sebastian Bach,0,Shin seiki Evangelion Gekij-ban: Air/Magokoro wo  kimi ni,1997,,Jesu  Bleibet Meine Freude,johann sebastian bach,0
12308,12308,774653,710285,Times Like These (LP Version),Dan Fogelberg,0,Urban Cowboy,1980,,Times Like These,dan fogelberg,1
12315,12315,667635,361773,Moon River,Henry Mancini & His Orchestra,1961,Bayonetta 2,2014,,Moon River (8 Climax Mix),henry mancini,1
12371,12371,733218,673754,Opus No.One,Mills Brothers,0,The Mills Brothers on Parade,1956,,Opus One,sy oliver+lyrics by sid garris+the mills brothers,1
12476,12476,722722,127300,Redemption Day,Sheryl Crow,1996,Katie,2012,Molly Deadly Club Drug/Mouth and Foot Painters (#2.29),This Day,sheryl crow,0
12487,12487,353245,419995,Fiesta (Version Original Sin Censura),Joan Manuel Serrat,1970,Dos pjaros de un tiro,2007,,Fiesta,joan manuel serrat+joaqu_n sabina,1
12560,12560,771854,218947,_ voc_ dizendo,Ronei Jorge e os ladres de bicicleta,0,Som Brasil,2007,Rita Lee (#4.2),Mania de Voc_,rita lee+roberto de carvalho+lafayette e os tremendes,0
12566,12566,344072,319804,The Nutcracker Op.71-atto 2 - Chinese Dance,Pyotr Il'yich Tchaikovsky,0,Win Ben Steins Money,1997,,The Nutcracker - Russian Dance,pyotr ilyich tchaikovsky,0
12578,12578,445657,594205,And The Cradle Will Rock... (Remastered Album Version),Van Halen,0,Ricky 6,2000,,And The Cradle Will Rock...,van halen,1
12625,12625,120017,305705,Aqua Dub,Peyote Sound System,2005,True Blood,2008,Shake and Fingerpop (#2.4),Aqua Dub,peyote sound system,1
12641,12641,911163,605022,Symphony No. 8: Tempo di menuetto,Bernard Haitink_ London Symphony Orchestra,0,Savages,2012,,Brahms: Symphony No. 1 in C Minor  Op. 68,johannes brahms+london symphony orchestra,0
12687,12687,249382,417117,Trail to Mexico (Mexican Institute Of Sound Remix),Johnny Cash,2009,Django Unchained,2012,,Aint No Grave (Black Opium Remix),johnny cash,0
12751,12751,570972,575002,The Four Seasons - Spring - Allegro,Antonio Vivaldi,1989,Personal Space,2014,,Concerto in C Major for Mandolin  Strings & Basso Continuo (1. Allegro),antonio vivaldi,0
12843,12843,800316,38883,Love Won't Let Me,Jason Michael Carroll,2007,CMT Top 20 Countdown,2001,(2007-11-01),Livin Our Love Song,jason michael carroll,0
12878,12878,563319,254770,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962,(#4.253),A Swingin Safari (The Theme of The Match Game),bert kaempfert,1
12882,12882,435953,219237,Combination Boogie (Album Version),Brownsville Station,1975,Some Jerk with a Camera,2011,Thirty Years of EPCOT Part Three: The 1990s and 2000s (#2.5),The Martian Boogie,brownsville station,0
12899,12899,747670,78977,The Power Of Love,Frankie Goes To Hollywood,1984,EastEnders,1985,(2008-07-28),The Power of Love,frankie goes to hollywood,1
12935,12935,698463,69599,Dexter Main Title,Rolfe Kent,2007,Dexter,2006,Hungry Man (#4.9),Dexter Main Title,rolfe kent,1
12954,12954,276573,628405,Here They Come! from Star Wars,John Williams,0,Star Wars: Revelations,2005,,Star Wars Main Theme,john williams,1
12995,12995,318738,173686,Shadows Cast A Lie,James William Hindle,2003,One Tree Hill,2003,Spirit in the Night (#1.17),Shadow Casts A Lie,james william hindle,1
13013,13013,325479,584306,Symphony No. 9 In D Minor_ Op. 125; lll Adagio Molto E Cantabile,Ludwig van Beethoven,0,Prnom Carmen,1983,,String Quartet n. 16 op. 135,ludwig van beethoven+quatuor prat,0
13057,13057,958376,695438,The End Of The World,Slim Whitman,0,Thorne: Sleepyhead,2010,,The End Of The World,slim whitman,1
13069,13069,213658,660975,Je T'Aime... Moi Non Plus (Vibrators Remix - Versi,Serge Gainsbourg,0,The Full Monty,1997,,Je taime...moi non plus,serge gainsbourg,1
13211,13211,384331,238045,Testing 1_ 2_ 3 (Album Version),Barenaked Ladies,2003,The Big Bang Theory,2007,The Anxiety Optimization (#8.13),History of Everything (Instrumental version),barenaked ladies,0
13221,13221,344072,245586,The Nutcracker Op.71-atto 2 - Chinese Dance,Pyotr Il'yich Tchaikovsky,0,The Fresh Beat Band,2009,Pink Swan (#3.9),Swan Lake Act 2 Scene,pyotr ilyich tchaikovsky,0
13260,13260,809980,677053,Life On Mars? (Live At The Manhattan Center_ New York),David Bowie,2009,The Other Side of Rick Wakeman,2007,,Life On Mars,david bowie,1
13286,13286,755624,647547,Let Me (Let Me Be Your Lover),Jimmy 'Bo' Horne,0,The Baker,2007,,Let me (let you be your lover),harry wayne casey+richard finch+jimmy bo horne,1
13290,13290,835974,85673,Who Do You Love,Steve Miller Band,1994,Everybody Loves Raymond,1996,Meeting the Parents (#7.17),Jungle Love,steve miller band,0
13318,13318,860124,315789,Inside Straight,The Dirty Dozen Brass Band,0,Waterloo Road,2006,End of the Road (#9.19),A Gust Inside the God,youngblood brass band,0
13330,13330,394428,724131,Cantata No. 4 Christ Lay in the Bonds of Death BWV 4: Final Chorale  With Loving Hearts We Keep Today the Feast God Hath Us Given,Johann Sebastian Bach,0,Wie will ich lustig lachen,1984,,Wie will ich lustig lachen from Zerreiet  zersprenget  zertr_mmert die Gruft  BWV 205,johann sebastian bach,0
13374,13374,632544,483136,Suspended From Class,Camera Obscura,0,Imagine Me & You,2005,,Suspended from Class,camera obscura,1
13377,13377,547355,164703,HUNGARIAN DANCE No.3,Johannes Brahms / Gerhard Kanzian / Ed Lewis,0,Naeildo kantabille,2014,Lesson 11 (#1.11),Hungarian Dance No. 5,johannes brahms,0