song_id,track_id,title,artists,song,year,episode,episode_year
495987,63828,Degrassi: The Next Generation,isak klasson+speedmarket avenue,Way Better Now,2008,Heat of the Moment (#8.12),2001.0
498644,132527,La chanson de lannÌ©e,marc lavoine .,Toi mon amour,2005,La chanson de lannÌ©e pour ELA (#1.6),2004.0
499874,301139,Top of the Pops,cockney rejects,I'm Forever Blowing Bubbles,1997,(1980-05-22),1964.0
503787,207477,Shameless,florence welch+matt alchin+florence+the machine,Kiss With A Fist,2009,(#7.14),2004.0
506022,301059,Top of the Pops,phil lynott,Dear Miss Lonely Hearts,1980,(1980-04-17),1964.0
513132,299557,Top of the Pops,the adverts,No Time to be 21,1978,(1978-02-02),1964.0
522472,34013,Bones,the crystal method,Bones Theme (DJ Corporate Remix),2008,The Bikini in the Soup (#6.14),2005.0
530203,191446,Rage,phil jamieson+pat davern+grinspoon,Hard Act to Follow,2004,Grinspoon Guest Program Rage II,1987.0
533897,216587,So You Think You Can Dance,Lady GaGa / Kardinal Offishall,Just Dance,2008,Results Show: Two Dancers Eliminated (#4.21),2005.0
540844,142347,Louis Therouxs Weird Weekends,david bowie,Space Oddity (Demo),2009,UFOs (#1.2),1998.0
548628,384001,Canned Feud,raymond scott,Huckleberry Duck,1992,,1951.0
550864,636020,Suture,merle kilgore+june carter cash+johnny cash,Ring of Fire,2008,,1993.0
550864,716839,Walk the Line,june carter cash+merle kilgore+joaquin phoenix+reese witherspoon,Ring of Fire,2008,,2005.0
555949,47592,Cold Case,new order,Bizarre Love Triangle (The Crystal Method Extended Mix),2006,Offender (#4.19),2003.0
563319,254961,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,(#5.79),1962.0
563319,254416,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,(#1.46),1962.0
563319,254419,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,(#1.49),1962.0
563319,254422,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,(#1.66),1962.0
563319,254794,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,(#5.120),1962.0
563319,255695,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,Show No. 93 (#1.93),1962.0
563319,255577,The Match Game,Bert Kaempfert And His Orchestra,A Swingin Safari (The Theme of The Match Game),2003,Kitty Carlisle & Milt Kamen (#1.85),1962.0
566199,543187,Modulations,sand (j. richards+tim wright),The Desperate Kingdom Of Love,2008,,1998.0
576144,87707,Fan-Made Music Videos,ryan key+yellowcard,View From Heaven (Live) (Sessions@AOL),2004,View from Heaven (#7.2),2000.0
606990,467209,Heavy Petting,henry glover+lois mann+hank ballard+the midnighters  (as hank ballard+the midnighters),Annie Had a Baby,1993,,1989.0
621071,256163,The Mike Douglas Show,richard rodgers+nelson eddy+gale sherwood,Shall We Dance?,1993,(1966-10-19),1961.0
625289,103501,Greys Anatomy,Angus & Julia Stone,Draw Your Swords,2010,Suicide Is Painless (#6.18),2005.0
627968,235292,The A-Team,boy george+jon moss+mikey craig+roy hay+culture club,God Thank You  Woman,1986,Cowboy George (#4.16),1983.0
632548,210580,Shindig!,jerry leiber+mike stoller+willy nelson,Hound Dog,2002,(#1.34),1964.0
635715,88401,Festival Internacional de la CanciÌ_n de ViÌ±a del Mar,jorge gonzÌÁlez+los prisioneros,Muevan las industrias,1986,ViÌ±a 1991: Noche 4,1963.0
654650,464803,Harry Chapin: The Final Concert,harry+sandy chapin+harry chapin,Cats in the Cradle,2010,,1981.0
658119,683245,The Search for Robert Johnson,son house,Death Letter Blues,1993,,1992.0
659050,626709,Spotswood,chris kenner+david bartholomew+billy thorpe,Sick and Tired,1996,,1992.0
659224,217966,So You Think You Can Dance,florence welch+isabella summers+florence+the machine,Dog Days Are Over (Demo),2009,Top Three Perform (#7.22),2005.0
661732,302385,Top of the Pops,boyzone,Key to My Life,1995,(1995-04-27),1964.0
667808,300103,Top of the Pops,rod stewart+carmine appice+duane hitchings,Da Ya Think I'm Sexy?,1998,(1978-11-30),1964.0
674606,83525,Entourage,pop levi,Dita DimonÌ©,2008,Security Briefs (#6.9),2004.0
674615,536909,Medicine for Melancholy,the answering machine,Lightbulbs,2009,,2008.0
680787,242621,The Dodge Dancing Party,irving berlin+norma zimmer  with mens chorus,God Bless America,1988,Veterans Day Show (#15.11),1955.0
683714,300342,Top of the Pops,bernard edwards+nile rodgers+sister sledge,He's The Greatest Dancer,1979,(1979-04-12),1964.0
690975,299929,Top of the Pops,jeffrey guishard+paul phillips+hi-tension,The British Hustle,1978,(1978-08-31),1964.0
697920,230017,Supernatural,warren zevon+leroy marinell+waddy wachtel,Werewolves Of London (2007 Remastered Live LP Version),2007,Paper Moon (#10.4),2005.0
701616,79247,EastEnders,leona lewis,Happy,2009,(2012-05-22),1985.0
701735,299033,Top of the Pops,elton john,Crazy Water,1976,(1977-03-10),1964.0
702281,232233,Tamori kurabu,the royal teens,Short Shorts,1986,Rocket Stove,1982.0
706771,167239,Nip/Tuck,niyaz,Dunya,2005,Rachel Ben Natan (#5.9),2003.0
714058,346665,American Hot Wax,arthur venosa+vito picone+the elegants,Little Star,1986,,1978.0
819517,346665,American Hot Wax,arthur venosa+vito picone+the elegants,Little Star,1986,,1978.0
714256,211426,Shindig!,junior walker+lawrence horn and willie woods+jr. walker+the all stars,Shake and Fingerpop,1996,(#2.8),1964.0
720617,300639,Top of the Pops,rainbow,Since Youve Been Gone,1979,(1979-09-20),1964.0
724298,502030,Kinyoubi no shokutaku,Chuck Mangione / Don Potter,Children of Sanchez,2001,,1991.0
728746,1918,20/20,van halen,Jump,1983,(2009-10-09),1978.0
729894,729885,You Dont Look 40  Charlie Brown!,vince guaraldi+david benoit,Linus and Lucy,1999,,1990.0
730081,103163,Greys Anatomy,gossip,Vertical Rhythm,2009,New History (#6.9),2005.0
732729,228190,Subterranean,the killers,Somebody Told Me,2004,The Streets,2003.0
738415,1186,20 to 1,justin timberlake+tim mosley+nate hills,Sexyback,2006,Blockbuster Heroes (#9.7),2005.0
741189,166511,New York Undercover,mc lyte,Cold Rock A Party (Explicit LP Version),1996,The Solomon Papers (#3.14),1994.0
742343,637440,Swooner Crooner,harold arlen+cartoon parody of cab calloway,Blues in the Night,2005,,1944.0
749163,437078,Fast Food Nation,elvis perkins,Moon Woman II,2007,,2006.0
750274,223708,Spotlight,middle of the road,Chirpy Chirpy Cheep Cheep,1988,(1973-12-31),1968.0
751903,160229,Mulatschag,hellyeah,Alcohaulin' Ass,2007,(#1.254),2006.0
752135,191449,Rage,jeff buckley+michael tighe,So Real,1994,Grinspoon Guest Program Rage,1987.0
752537,218562,Som Brasil,adoniran barbosa+demÌ«nios da garoa,Samba Italiano,2010,Adoniran Barbosa (#4.1),2007.0
755503,498914,Keep Your Seats  Please!,george formby+harry gifford+fred e. cliffe,When I'm Cleaning Windows,1989,,1936.0
756957,298984,Top of the Pops,bryan ferry,This is Tomorrow,1977,(1977-02-10),1964.0
760988,658390,The Eurovision Song Contest,telex,Euro-Vision,1989,,1980.0
764339,216325,So You Think You Can Dance,patrick watson+jason swinscoe+phil france+stella page+the cinematic orchestra,To Build a Home,2007,1 of 8 Voted Off (#7.13),2005.0
764459,416777,Divas Live: An Honors Concert for VH1 Save the Music,carole king+cÌ©line dion+gloria estefan+shania twain,You've Got A Friend (Live),2009,,1998.0
765155,395343,Collateral,cody chesnutt+tarik collins trotter+the roots,The Seed (2.0),2007,,2004.0
768494,197061,Rockpalast,depeche mode,World In My Eyes (Dub In My Eyes),1990,Depeche Mode,1974.0
773858,141345,Loose Women,toby gad+jessica origliasso+lisa origliasso+the veronicas,Untouched [Live] (Album Version),2009,(#13.212),1999.0
774123,301018,Top of the Pops,the vapors,Turning Japanese,1979,(1980-03-20),1964.0
778504,616065,Sing Sing Thanksgiving,nina simone+weldon irvine+the voices of east harlem,To Be Young  Gifted and Black,2000,,1974.0
779617,545097,More American Graffiti,neal merritt+little jimmy dickens,May the Bird of Paradise Fly Up Your Nose,1993,,1979.0
796540,644887,The 58th Annual Academy Awards,Patsy Cline / The Jordanaires,Sweet Dreams,1988,,1986.0
799421,153459,Mickey Mouse Clubhouse,they might be giants,Mickey Mouse clubhouse Theme,2008,Mickeys Comet (#2.25),2006.0
799421,153485,Mickey Mouse Clubhouse,they might be giants,Mickey Mouse Clubhouse Theme,2008,Mickeys Mousekeball,2006.0
799421,153540,Mickey Mouse Clubhouse,they might be giants,Mickey Mouse Clubhouse Theme,2008,Minnies Birthday (#1.7),2006.0
799421,153635,Mickey Mouse Clubhouse,they might be giants,Mickey Mouse Clubhouse Theme,2008,Super Adventure (#4.6),2006.0
809980,670178,The Life Aquatic with Steve Zissou,david bowie,Life On Mars? (Live At The Manhattan Center_ New York),2009,,2004.0
814118,487563,It Came from Somewhere Else,harry carroll+lyrics by ballard macdonald+stan laurel+oliver hardy,The Trail Of The Lonesome Pine,2000,,1988.0
714058,346665,American Hot Wax,arthur venosa+vito picone+the elegants,Little Star,1986,,1978.0
819517,346665,American Hot Wax,arthur venosa+vito picone+the elegants,Little Star,1986,,1978.0
819679,322402,You Bet Your Life,irving berlin+television orchestra under the leadership of buddy collette,Blue Skies,1996,(#2.30),1950.0
820511,440238,First Kid,jimmy jam+terry lewis+sounds of blackness,The Pressure,2005,,1996.0
823457,269997,The Sopranos,daniel lanois,The Deadly Nightshade,2005,Mayham (#6.3),1999.0
823913,523292,Los amores de Juan Charrasqueado,armando manzanero,Adoro,2002,,1968.0
824661,189917,Quelli che... il calcio,scissor sisters,I Don't Feel Like Dancin',2006,,1993.0
833553,104839,Gute Zeiten  schlechte Zeiten,cultured pearls,Silverball,1997,(#1.1506),1992.0
842597,226175,Stars in Their Eyes,jon bon jovi+richie sambora+desmond child+david burrows,This Ain't A Love Song,1995,(#8.6),1990.0
842801,69701,Dexter,daniel licht,Blood Theme,2007,Scar Tissue (#8.4),2006.0
851109,509831,Lacombe Lucien,django reinhardt+stÌ©phane grappelli,Minor Swing,1984,,1974.0
862289,259219,The Old Grey Whistle Test,Blondie vs. Edison,Heart Of Glass (Vocal Mix) (2006 Digital Remaster),1979,Blondie in Concert (#9.14),1971.0
864040,301608,Top of the Pops,reo speedwagon,Keep on Loving You,1980,(1981-05-07),1964.0
865470,201382,Saturday Night Live,gwen stefani,Hollaback Girl,2004,Ashton Kutcher/Gwen Stefani (#30.15),1975.0
868421,391192,Chris Whitley: Scrapyard,chris whitley,The New Machine,2003,,2001.0
872892,517151,Lets Get Lost,Natalie Cole,Ev'ry Time We Say Goodbye,2004,,1988.0
877456,302787,Top of the Pops,tone capone+claydes smith+dennis d.t. thomas+denzil foster+donald boyce+numskull+george funky brown+jay king+yukmouth+richard westfield+robert kool bell+robert spike mickens+ronald bell+thomas mcelroy+luniz,I Got 5 on It,1995,(1996-02-15),1964.0
867405,504627,Kustom Kar Kommandos,bobby darin+the paris sisters,Dream Lover,1959,,1970.0
877546,504627,Kustom Kar Kommandos,bobby darin+the paris sisters,Dream Lover,1993,,1970.0
867405,670443,The Likes of Louise,bobby darin,Dream Lover,1959,,1974.0
877546,670443,The Likes of Louise,Bobby Rydell,Dream Lover,1993,,1974.0
882171,315436,Waterloo Road,jack allsopp,Starz In Their Eyes,2007,(#1.1),2006.0
884603,240562,The Chart Show,adam devlin+eds chesters+mark morriss+scott morriss+the bluetones,If...,1998,(1998-04-18),1986.0
892274,321239,World Championship Snooker,paolo nutini,Pencil Full Of Lead (Radio Edit),2009,2015: Day 8  Part 1 (#43.39),1973.0
900273,60798,Daria,queens of the stone age,The Lost Art of Keeping a Secret,2000,Fizz Ed (#5.1),1997.0
903953,241722,The Danny Kaye Show,The Duke Ellington Orchestra / Johnny Hodges / Benny Carter / Jimmy Hamilton / Paul Gonsalves,Satin Doll,1987,(#4.4),1963.0
904865,58522,Dancing with the Stars,katy perry,I Kissed A Girl (Jason Nevins Funkrokr Edit),2008,Round 2 (#7.4),2005.0
909126,301838,Top of the Pops,phil lynott+midge ure,Yellow Pearl,1980,(1981-11-05),1964.0
913013,217841,So You Think You Can Dance,jordin sparks,Battlefield,2009,Top Eight Perform (#5.18),2005.0
921033,242521,The Dodge Dancing Party,Glenn Miller & His Orchestra,That Old Black Magic,1999,Songs of the 40s (#17.21),1955.0
923803,135774,Late Show with David Letterman,john fogerty,Green River,1998,(#19.46),1993.0
924627,38891,CMT Top 20 Countdown,Big & Rich,Between Raising Hell and Amazing Grace,2007,(2007-11-01),2001.0
927602,278285,The Tonight Show with Jay Leno,john fogerty+the tonight show band,Fortunate Son,1996,(#20.157),1992.0
928087,685478,The Spirit of 76,peter frampton+john siomos+rick wills+mickey gallagher,Do You Feel Like We Do (Live),2003,,1990.0
929104,301793,Top of the Pops,japan,Quiet Life,1979,(1981-09-24),1964.0
930887,727384,WrestleMania X8,rob zombie,Never Gonna Stop (The Red Red Kroovy),2003,,2002.0
933791,201808,Saturday Night Live,macy gray,Sexual Revolution,2001,Drew Barrymore/Macy Gray (#27.3),1975.0
935974,214297,Skins,6 day riot,Sky Father,2008,Emily (#4.2),2007.0
179897,332681,A Disney Christmas Gift,music: john debney,Christmas Morning Story,0,,1983.0
936732,332681,A Disney Christmas Gift,music: john debney,On Christmas Morning,2003,,1983.0
940850,651185,The Breakfast Club,simple minds,Don't You (Forget About Me) (Live),1988,,1985.0
942498,301493,Top of the Pops,the who,You Better You Bet,1981,(1981-03-05),1964.0
948749,173241,One Tree Hill,steriogram,Walkie Talkie Man,2004,Let the Reigns Go Loose (#2.7),2003.0
950785,439881,Fire Down Below,john prine+arrangement with warner special products,Fool's Paradise,2000,,1997.0
952776,299097,Top of the Pops,deniece williams,Free,1976,(1977-04-21),1964.0
957005,25417,Beavis and Butt-Head,dr. dre,Keep Their Heads Ringin' (LP Version) (Explicit),1995,U.S. History (#6.3),1993.0
958854,100872,Gossip Girl,black kids,Partie Traumatic,2008,Pret-a-Poor-J (#2.8),2007.0
